Terremoti (anno),Geni,mexicodoug,nixonrichard,aletoledo,Terremoti dal 1800 (giorni dall'anno 0)
,,1252992934,1271020495,1280869096,
,,1252993013,1271020558,1280869501,
,,1252993067,1271022297,1280872387,
,,1252993433,1271022734,1280872553,
,,1252993563,1271022859,1280874207,
,,1252993718,1271025197,1280874535,
,,1252993894,1271030058,1280874810,
,,1252994157,1271040019,1280939216,
,,1252994413,1271040244,1280943549,
,,1252994612,1271040290,1280944007,
,,1252995032,1271040512,1280944570,
,,1252995365,1271054631,1280953512,
,,1252995862,1271055902,1280953740,
,,1252996399,1271096219,1280954475,
,,1252997523,1271098570,1280954640,
,,1252997792,1271099032,1280954734,
,,1252998869,1271099124,1280954771,
,,1252999879,1271112344,1280954850,
,,1253000780,1271112967,1280955036,
,,1253001717,1271113132,1280955214,
,,1253002045,1271127652,1280955277,
,,1253002239,1271127876,1281025112,
,,1253002344,1271131128,1281027011,
,,1253040157,1271131601,1281027925,
,,1253040601,1271134103,1281028270,
,,1253042253,1271134251,1281028564,
,,1253042416,1271134618,1281028999,
,,1253042686,1271143312,1281030524,
,,1253042742,1271143605,1281030880,
,,1253044415,1271177629,1281036069,
,,1253053613,1271178030,1281036231,
,,1253054311,1271188918,1281036676,
,,1253054739,1271201886,1281037244,
,,1253056771,1271209407,1281037671,
,,1253060225,1271209580,1281121779,
,,1253060313,1271210827,1281121822,
,,1253060628,1271210936,1281122552,
,,1253060714,1271219910,1281122756,
,,1253061237,1271270608,1281123841,
,,1253061351,1271273908,1281124343,
,,1253061822,1271274087,1281124524,
,,1253061990,1271274377,1281124784,
,,1253062108,1271301703,1281125010,
,,1253062229,1271304080,1281125390,
,,1253062790,1271305619,1281125949,
,,1253063125,1271306093,1281126106,
,,1253063608,1271306439,1281127403,
,,1253063809,1271306673,1281127535,
,,1253064110,1271351578,1281127716,
,,1253064487,1271351921,1281128199,
,,1253065023,1271352325,1281128421,
,,1253065076,1271353088,1281128901,
,,1253069873,1271353415,1281361225,
,,1253070109,1271353472,1281361357,
,,1253071062,1271353813,1281362201,
,,1253071385,1271356297,1281362592,
,,1253072095,1271356552,1281362719,
,,1253072518,1271357756,1281362907,
,,1253072884,1271357835,1281363413,
,,1253073088,1271358439,1281363684,
,,1253073461,1271359056,1281364801,
,,1253075843,1271365100,1281368802,
,,1253076430,1271369384,1281368921,
,,1253076588,1271369756,1281369138,
,,1253077038,1271370772,1281369176,
,,1253077547,1271371238,1281369410,
,,1253077669,1271371760,1281369960,
,,1253078580,1271381904,1281370224,
,,1253078952,1271394158,1281370336,
,,1253079163,1271403274,1281370465,
,,1253079765,1271459143,1281370607,
,,1253080007,1271459700,1281370901,
,,1253080131,1271460051,1281370938,
,,1253080223,1271460351,1281372649,
,,1253080324,1271473300,1281373106,
,,1253080365,1271473435,1281378779,
,,1253080458,1271611647,1281378881,
,,1253080589,1271613151,1281379717,
,,1253080654,1271613629,1281383888,
,,1253080755,1271615519,1281385333,
,,1253081081,1271697491,1281385554,
,,1253081266,1271716485,1281385799,
,,1253081535,1271718010,1281386400,
,,1253082446,1271720489,1281386827,
,,1253082609,1271728388,1281393890,
,,1253085700,1271729325,1281394070,
,,1253085955,1271731535,1281394606,
,,1253086615,1271789463,1281394697,
,,1253087084,1271795188,1281446205,
,,1253087347,1271797885,1281461238,
,,1253087530,1271801391,1281618506,
,,1253087625,1271802109,1281619248,
,,1253087853,1271803156,1281619386,
,,1253088131,1271803238,1281620733,
,,1253088168,1271880839,1281620884,
,,1253088321,1271888775,1281622500,
,,1253088487,1271889171,1281623122,
,,1253088641,1271892317,1281623723,
,,1253088735,1271893115,1281623889,
,,1253088891,1271893284,1281623912,
,,1253089100,1271894356,1281623954,
,,1253089290,1271894856,1281624123,
,,1253089722,1271961843,1281625091,
,,1253089928,1271962400,1281626113,
,,1253090495,1271968963,1281626181,
,,1253090885,1271971610,1281626542,
,,1253091100,1271985980,1281627270,
,,1253091563,1271989078,1281627441,
,,1253091941,1271990487,1281628812,
,,1253092273,1271991776,1281628863,
,,1253092459,1271992652,1281628966,
,,1253093061,1271993740,1281629447,
,,1253093521,1271993757,1281629628,
,,1253093885,1271994129,1281630005,
,,1253094788,1271995705,1281630323,
,,1253094975,1272006677,1281631180,
,,1253095511,1272008279,1281631254,
,,1253095752,1272009276,1281631470,
,,1253096687,1272039350,1281631799,
,,1253097734,1272039604,1281633907,
,,1253098374,1272040991,1281634201,
,,1253098663,1272043003,1281634415,
,,1253099693,1272047910,1281634627,
,,1253138140,1272048229,1281634741,
,,1253138352,1272050076,1281635887,
,,1253138694,1272053278,1281636430,
,,1253138908,1272053404,1281639422,
,,1253139053,1272056273,1281639569,
,,1253139281,1272057884,1281640598,
,,1253140638,1272132002,1281640749,
,,1253141541,1272159051,1281641771,
,,1253142060,1272180162,1281642767,
,,1253143494,1272181518,1281645120,
,,1253145733,1272215291,1281645661,
,,1253146039,1272215960,1281645824,
,,1253146147,1272217021,1281645911,
,,1253146266,1272220002,1281645957,
,,1253146339,1272220204,1281646586,
,,1253146716,1272221050,1281721248,
,,1253146824,1272221614,1281721394,
,,1253146886,1272221823,1281721536,
,,1253146944,1272222203,1281722424,
,,1253147051,1272224079,1281722787,
,,1253147156,1272241716,1281723239,
,,1253147239,1272243829,1281723361,
,,1253147332,1272244022,1281723609,
,,1253147459,1272261080,1281723801,
,,1253147574,1272262450,1281725278,
,,1253147699,1272263696,1281725360,
,,1253147918,1272301382,1281725958,
,,1253148540,1272301502,1281726351,
,,1253148813,1272302071,1281726934,
,,1253148983,1272302197,1281727541,
,,1253149197,1272303911,1281731417,
,,1253149750,1272304118,1281731643,
,,1253149932,1272305190,1281731820,
,,1253150103,1272305560,1281731926,
,,1253150416,1272324511,1281732190,
,,1253153141,1272328646,1281732722,
,,1253153282,1272329481,1281733234,
,,1253153434,1272329952,1281965896,
,,1253153553,1272335600,1281966674,
,,1253153975,1272351372,1281968349,
,,1253154689,1272351705,1281969945,
,,1253154807,1272351835,1281971240,
,,1253156507,1272354739,1281971312,
,,1253156612,1272384964,1281972453,
,,1253156689,1272385260,1281980862,
,,1253156796,1272385798,1281986267,
,,1253157210,1272385876,1282071565,
,,1253157359,1272386103,1282073202,
,,1253158327,1272386344,1282073431,
,,1253158554,1272386717,1282074059,
,,1253159009,1272387783,1282077914,
,,1253159375,1272390519,1282079108,
,,1253159607,1272390623,1282228637,
,,1253159863,1272390796,1282228691,
,,1253160620,1272394166,1282230821,
,,1253161081,1272394244,1282233783,
,,1253161179,1272395344,1282243224,
,,1253161346,1272395555,1282243585,
,,1253161478,1272396639,1282243706,
,,1253161704,1272396945,1282247156,
,,1253161895,1272397430,1282247269,
,,1253162123,1272397529,1282247319,
,,1253162279,1272397861,1282247888,
,,1253162399,1272398256,1282248039,
,,1253162682,1272400398,1282248178,
,,1253162975,1272401310,1282248387,
,,1253163462,1272416874,1282249598,
,,1253163867,1272417981,1282249699,
,,1253164338,1272420138,1282249884,
,,1253164509,1272421703,1282309867,
,,1253164795,1272423421,1282310007,
,,1253165078,1272433319,1282310132,
,,1253166095,1272433586,1282310377,
,,1253166635,1272440404,1282310901,
,,1253166957,1272444953,1282311109,
,,1253167475,1272445729,1282313072,
,,1253169378,1272449474,1282314285,
,,1253169810,1272455093,1282315264,
,,1253170145,1272475623,1282317564,
,,1253170347,1272480257,1282317788,
,,1253170792,1272487784,1282317940,
,,1253170943,1272496398,1282318018,
,,1253171125,1272496683,1282318929,
,,1253224781,1272498249,1282319270,
,,1253225114,1272498258,1282321559,
,,1253225541,1272498276,1282321956,
,,1253226209,1272498302,1282322681,
,,1253226400,1272498308,1282323101,
,,1253226494,1272498337,1282323417,
,,1253226749,1272498343,1282325297,
,,1253227032,1272498363,1282325679,
,,1253227647,1272500525,1282331756,
,,1253227866,1272500675,1282331816,
,,1253228004,1272528943,1282332536,
,,1253229252,1272530233,1282332728,
,,1253229405,1272565414,1282332970,
,,1253229641,1272566766,1282335514,
,,1253229964,1272567045,1282336251,
,,1253230084,1272567254,1282572510,
,,1253230188,1272567566,1282596894,
,,1253230265,1272567665,1282656081,
,,1253230375,1272567929,1282656216,
,,1253230480,1272568387,1282657349,
,,1253230732,1272569071,1282657614,
,,1253232870,1272573102,1282658549,
,,1253233682,1272573262,1282659304,
,,1253233867,1272573609,1282659377,
,,1253234945,1272575628,1282659512,
,,1253235266,1272577415,1282660564,
,,1253235489,1272577786,1282661765,
,,1253235863,1272584734,1282661905,
,,1253235944,1272585089,1282663483,
,,1253236188,1272585421,1282663815,
,,1253237172,1272585790,1282663903,
,,1253237754,1272585933,1282665326,
,,1253237966,1272587056,1282666219,
,,1253238236,1272588010,1282666634,
,,1253238340,1272588521,1282676994,
,,1253238613,1272588813,1282677067,
,,1253238884,1272589176,1282677256,
,,1253239108,1272589243,1282677401,
,,1253239158,1272589391,1282677537,
,,1253239206,1272593348,1282677922,
,,1253243968,1272594568,1282678553,
,,1253244100,1272594694,1282678892,
,,1253244192,1272597761,1282679022,
,,1253244408,1272598322,1282679163,
,,1253244489,1272598773,1282679319,
,,1253244958,1272599180,1282679720,
,,1253245202,1272599248,1282682206,
,,1253245307,1272599591,1282682719,
,,1253245497,1272602113,1282743718,
,,1253246215,1272614070,1282743821,
,,1253246470,1272618815,1282744065,
,,1253246758,1272654751,1282747940,
,,1253246957,1272656312,1282749281,
,,1253247127,1272667209,1282749864,
,,1253247473,1272667539,1282754793,
,,1253247612,1272669351,1282754925,
,,1253247774,1272669855,1282754964,
,,1253247958,1272681223,1282755358,
,,1253248407,1272681509,1282755442,
,,1253248552,1272681716,1282756368,
,,1253248946,1272682326,1282757032,
,,1253249357,1272686028,1282757671,
,,1253249430,1272686479,1282759357,
,,1253249748,1272689060,1282759706,
,,1253249952,1272689428,1282760494,
,,1253250077,1272700630,1282763064,
,,1253250245,1272703049,1282764084,
,,1253250426,1272705465,1282766044,
,,1253250549,1272705559,1282767503,
,,1253250985,1272707203,1282768267,
,,1253251196,1272708479,1282849748,
,,1253251564,1272709487,1282849975,
,,1253254443,1272709591,1282850674,
,,1253254764,1272738051,1282850822,
,,1253254860,1272740075,1282850868,
,,1253254958,1272740888,1282851305,
,,1253255048,1272743686,1282854989,
,,1253255176,1272744254,1282855708,
,,1253255789,1272754290,1282855869,
,,1253256803,1272755306,1282856193,
,,1253257184,1272762613,1282856273,
,,1253257315,1272762704,1282856377,
,,1253257558,1272762878,1282856423,
,,1253257799,1272826842,1282856707,
,,1253258005,1272828561,1282933821,
,,1253258454,1272829107,1282933992,
,,1253295603,1272844183,1282934333,
,,1253295698,1272854610,1282936347,
,,1253295846,1272857481,1282936448,
,,1253295889,1272857581,1282936681,
,,1253296295,1272857899,1282936721,
,,1253296473,1272877253,1282937195,
,,1253296545,1272878358,1282937644,
,,1253311137,1272878501,1282938047,
,,1253312779,1272879259,1282938717,
,,1253312956,1272905528,1282941013,
,,1253313039,1272908728,1282941674,
,,1253313938,1272909156,1283054205,
,,1253314255,1272909728,1283054584,
,,1253314340,1272992215,1283054829,
,,1253314640,1272995998,1283177011,
,,1253314851,1272997387,1283177153,
,,1253314903,1272999078,1283177549,
,,1253315000,1272999776,1283177917,
,,1253315154,1273000016,1283178724,
,,1253315440,1273005867,1283178943,
,,1253315689,1273033065,1283182047,
,,1253316021,1273034314,1283182510,
,,1253316544,1273037418,1283182716,
,,1253316883,1273037589,1283183031,
,,1253317129,1273041467,1283183376,
,,1253317448,1273041632,1283183409,
,,1253318756,1273076477,1283183861,
,,1253399095,1273076506,1283184087,
,,1253410250,1273084681,1283184255,
,,1253410509,1273193444,1283184729,
,,1253410717,1273193516,1283184984,
,,1253411115,1273193601,1283185433,
,,1253411565,1273193722,1283188854,
,,1253411717,1273195968,1283191007,
,,1253411844,1273212484,1283192636,
,,1253412073,1273214016,1283192815,
,,1253412199,1273214643,1283192993,
,,1253412394,1273247868,1283194099,
,,1253412680,1273248836,1283195197,
,,1253412978,1273251340,1283195694,
,,1253413320,1273251664,1283198384,
,,1253414066,1273251790,1283198948,
,,1253414168,1273258162,1283200907,
,,1253415245,1273258307,1283201743,
,,1253419753,1273259920,1283202050,
,,1253421300,1273326996,1283261875,
,,1253421436,1273327147,1283262375,
,,1253421605,1273327305,1283264030,
,,1253421685,1273328263,1283264584,
,,1253421754,1273329761,1283264853,
,,1253421985,1273330245,1283264968,
,,1253422354,1273338123,1283265007,
,,1253422729,1273338708,1283265185,
,,1253423553,1273352064,1283265352,
,,1253424468,1273352473,1283274271,
,,1253424640,1273352824,1283274607,
,,1253424771,1273413677,1283277634,
,,1253425163,1273416819,1283374089,
,,1253425180,1273417462,1283374205,
,,1253425462,1273457934,1283374406,
,,1253425559,1273458966,1283374487,
,,1253425700,1273459936,1283374689,
,,1253425750,1273472622,1283374894,
,,1253426220,1273475247,1283432415,
,,1253426770,1273475653,1283432494,
,,1253427000,1273475825,1283432794,
,,1253427183,1273509633,1283432906,
,,1253427523,1273509922,1283433367,
,,1253427726,1273512681,1283433919,
,,1253427950,1273512877,1283434024,
,,1253428093,1273516042,1283434170,
,,1253428543,1273516581,1283434264,
,,1253429625,1273525441,1283434304,
,,1253429673,1273531591,1283434372,
,,1253430089,1273532495,1283434815,
,,1253430291,1273542428,1283435389,
,,1253431026,1273552204,1283435845,
,,1253431298,1273552747,1283436333,
,,1253431845,1273555661,1283436337,
,,1253432117,1273556479,1283436347,
,,1253432560,1273558119,1283439631,
,,1253432641,1273589746,1283439767,
,,1253433001,1273594722,1283440830,
,,1253433097,1273595025,1283442193,
,,1253433502,1273595437,1283443080,
,,1253434043,1273595724,1283443976,
,,1253434806,1273595818,1283447737,
,,1253436182,1273596514,1283448072,
,,1253436663,1273597311,1283448563,
,,1253437129,1273603760,1283453217,
,,1253437235,1273617845,1283457827,
,,1253438102,1273617975,1283458229,
,,1253438349,1273622172,1283460632,
,,1253439831,1273622448,1283461164,
,,1253440477,1273622597,1283520022,
,,1253488624,1273622752,1283520212,
,,1253489543,1273623089,1283520688,
,,1253489690,1273623395,1283521373,
,,1253490745,1273625235,1283521523,
,,1253490992,1273627032,1283521611,
,,1253491458,1273636473,1283521853,
,,1253501015,1273636805,1283522167,
,,1253501040,1273637600,1283522326,
,,1253501125,1273637721,1283522450,
,,1253501383,1273641823,1283524563,
,,1253501530,1273644545,1283524689,
,,1253501676,1273644676,1283525527,
,,1253501730,1273646143,1283527193,
,,1253501855,1273646725,1283527760,
,,1253502013,1273646872,1283528416,
,,1253502141,1273647536,1283529752,
,,1253502255,1273647663,1283530487,
,,1253502461,1273649435,1283530556,
,,1253504916,1273680320,1283533161,
,,1253505056,1273680490,1283533514,
,,1253505117,1273682213,1283534317,
,,1253505283,1273683869,1283536847,
,,1253505967,1273687149,1283536994,
,,1253509503,1273687454,1283537080,
,,1253513214,1273693506,1283538498,
,,1253513433,1273710065,1283538957,
,,1253530243,1273710958,1283539217,
,,1253531046,1273711063,1283539524,
,,1253531527,1273711181,1283539759,
,,1253555471,1273711569,1283541077,
,,1253555781,1273712553,1283543666,
,,1253556842,1273713499,1283865337,
,,1253616948,1273720937,1283866051,
,,1253617121,1273722004,1283869228,
,,1253617686,1273730328,1283870531,
,,1253642139,1273730502,1283870600,
,,1253663338,1273730904,1283870719,
,,1253663472,1273730997,1283871055,
,,1253663893,1273731561,1283874707,
,,1253664304,1273731936,1283874925,
,,1253665192,1273732791,1283874967,
,,1253669574,1273733065,1283875129,
,,1253671484,1273734663,1283876516,
,,1253671941,1273735230,1283877988,
,,1253672099,1273735522,1283878198,
,,1253672239,1273735909,1283878284,
,,1253672455,1273736700,1283879561,
,,1253672560,1273737040,1283879800,
,,1253673451,1273737283,1283879875,
,,1253673547,1273737527,1283881451,
,,1253674081,1273737711,1283881702,
,,1253674235,1273737958,1283881797,
,,1253674350,1273738066,1283882144,
,,1253675161,1273738215,1283887813,
,,1253679123,1273738857,1283888312,
,,1253679177,1273740024,1283888676,
,,1253679521,1273740509,1283889185,
,,1253680489,1273764888,1283967862,
,,1253680702,1273765676,1283968053,
,,1253681200,1273765996,1283968167,
,,1253681584,1273766745,1283968220,
,,1253681615,1273766847,1283970134,
,,1253682574,1273767649,1283972542,
,,1253682840,1273768804,1283973000,
,,1253683445,1273769658,1283973720,
,,1253683779,1273771335,1283974186,
,,1253684820,1273772054,1283975028,
,,1253687362,1273773051,1283978160,
,,1253687651,1273773275,1284037830,
,,1253687719,1273773720,1284038262,
,,1253688174,1273773836,1284038406,
,,1253688355,1273775221,1284040085,
,,1253688583,1273776476,1284040364,
,,1253689069,1273776542,1284040509,
,,1253689297,1273777209,1284041191,
,,1253689398,1273777755,1284041543,
,,1253689906,1273778271,1284041615,
,,1253703400,1273778865,1284042326,
,,1253704275,1273779442,1284042654,
,,1253704381,1273779525,1284043393,
,,1253704602,1273780048,1284056654,
,,1253704667,1273781024,1284056781,
,,1253744656,1273781438,1284059281,
,,1253745408,1273782026,1284061431,
,,1253745516,1273782172,1284061487,
,,1253752636,1273782805,1284061610,
,,1253753098,1273783270,1284061718,
,,1253753176,1273791083,1284061825,
,,1253753366,1273807942,1284124459,
