Terremoti (anno),Geni,mexicodoug,nixonrichard,aletoledo,Terremoti dal 1800 (giorni dall'anno 0)
,,1325304426,1366609124,1370631663,
,,1325305215,1366611190,1370632781,
,,1325305481,1366611417,1370634377,
,,1325305550,1366616581,1370634897,
,,1325306392,1366616988,1370635697,
,,1325308786,1366617146,1370650979,
,,1325309996,1366617401,1370651645,
,,1325311397,1366617631,1370653582,
,,1325394436,1366617794,1370653871,
,,1325396030,1366617833,1370654017,
,,1325396261,1366617885,1370654527,
,,1325396532,1366618475,1370654925,
,,1325398767,1366618632,1370655686,
,,1325400485,1366618749,1370710379,
,,1325400996,1366620791,1370710757,
,,1325402021,1366621036,1370711736,
,,1325403375,1366621258,1370711854,
,,1325404574,1366621528,1370713642,
,,1325404821,1366621582,1370714149,
,,1325406070,1366644166,1370717875,
,,1325406516,1366644184,1370718607,
,,1325406806,1366645468,1370718743,
,,1325407008,1366645747,1370719005,
,,1325407275,1366645785,1370719405,
,,1325407574,1366647545,1370719651,
,,1325407784,1366647906,1370719916,
,,1325408128,1366648181,1370720786,
,,1325408405,1366648302,1370720861,
,,1325411388,1366648661,1370721093,
,,1325411916,1366649249,1370721152,
,,1325412100,1366649417,1370721211,
,,1325412365,1366651419,1370721702,
,,1325413253,1366651502,1370721756,
,,1325413597,1366651612,1370722012,
,,1325469021,1366652139,1370722032,
,,1325469763,1366652232,1370722343,
,,1325470206,1366652287,1370722555,
,,1325470747,1366652610,1370722970,
,,1325470997,1366653495,1370723105,
,,1325471279,1366655028,1370723358,
,,1325471816,1366655325,1370723616,
,,1325472467,1366655422,1370723816,
,,1325472555,1366655715,1370724442,
,,1325472807,1366655849,1370725413,
,,1325474126,1366655972,1370725545,
,,1325562009,1366658431,1370725648,
,,1325562553,1366658689,1370726345,
,,1325566117,1366659172,1370726452,
,,1325567225,1366661317,1370791079,
,,1325568160,1366661696,1370791444,
,,1325569245,1366664799,1370815643,
,,1325569662,1366667501,1370817128,
,,1325570037,1366668333,1370817271,
,,1325570797,1366668992,1370818833,
,,1325572221,1366677384,1370819142,
,,1325572742,1366677492,1370819873,
,,1325573520,1366678285,1370820893,
,,1325574658,1366681654,1370821060,
,,1325576031,1366685393,1370821111,
,,1325622890,1366689924,1370824143,
,,1325624868,1366692768,1370824205,
,,1325625086,1366692916,1370824983,
,,1325625242,1366693024,1370825060,
,,1325625497,1366693134,1370825278,
,,1325626099,1366693195,1370825481,
,,1325626371,1366693296,1370825570,
,,1325627617,1366695206,1370831942,
,,1325627684,1366695895,1370832542,
,,1325657502,1366696106,1370836891,
,,1325658709,1366697058,1370865985,
,,1325658849,1366697127,1370871107,
,,1325659402,1366699137,1370871483,
,,1325660295,1366700072,1370880236,
,,1325660559,1366700115,1370881681,
,,1325660815,1366701478,1370881921,
,,1325661347,1366701727,1370882045,
,,1325661626,1366702834,1370886078,
,,1325662006,1366708300,1370886205,
,,1325662469,1366713868,1370886456,
,,1325662953,1366779926,1370886992,
,,1325663226,1366827024,1370887099,
,,1325663709,1366827478,1370890589,
,,1325664256,1366829436,1370890872,
,,1325665035,1366830097,1370892978,
,,1325665638,1366830226,1370893286,
,,1325737621,1366830435,1370896296,
,,1325737958,1366830802,1370896467,
,,1325738093,1366831358,1370896819,
,,1325739246,1366831443,1370898685,
,,1325739280,1366831766,1370916208,
,,1325739407,1366835327,1370916278,
,,1325741974,1366835581,1370916386,
,,1325742380,1366836905,1370916481,
,,1325743459,1366837856,1370916611,
,,1325790807,1366859450,1370916761,
,,1325791569,1366904406,1370916806,
,,1325791786,1366939011,1370920712,
,,1325792207,1366940534,1370920954,
,,1325909509,1366960145,1370958945,
,,1325909638,1366960186,1370959031,
,,1325909897,1366964072,1370959141,
,,1325910606,1366965102,1370965326,
,,1325912490,1366965226,1370970326,
,,1325917678,1366965359,1370976805,
,,1325918279,1366965478,1370978641,
,,1325918685,1366991246,1370986456,
,,1325920197,1366991561,1370992932,
,,1325920879,1366992176,1370992992,
,,1325921566,1366992425,1370993884,
,,1325922760,1366992474,1370994044,
,,1325923828,1366992548,1370994138,
,,1325924902,1366992814,1370994415,
,,1325925915,1366993249,1370994803,
,,1326030059,1366993340,1370994948,
,,1326030243,1366993483,1370995030,
,,1326030314,1366993560,1370995188,
,,1326030528,1366993784,1370995433,
,,1326030767,1366994029,1370995551,
,,1326031013,1366994349,1370995792,
,,1326034678,1366995907,1370995939,
,,1326034996,1366996012,1370995987,
,,1326036173,1366996413,1370996376,
,,1326247783,1366996462,1370996430,
,,1326248690,1366996880,1370996505,
,,1326248855,1366997204,1370996674,
,,1326249871,1366997249,1370996811,
,,1326250444,1366997436,1370996917,
,,1326251142,1366997590,1370997283,
,,1326253208,1366998214,1370998039,
,,1326253786,1366998362,1370998207,
,,1326254376,1366998446,1370998852,
,,1326254935,1366998573,1370999212,
,,1326257262,1366998687,1371035192,
,,1326257587,1367014490,1371035385,
,,1326257850,1367017428,1371035798,
,,1326258166,1367025528,1371036366,
,,1326259220,1367046402,1371049282,
,,1326262766,1367046700,1371059953,
,,1326263322,1367079005,1371060118,
,,1326263463,1367080266,1371064483,
,,1326399884,1367083797,1371069342,
,,1326435093,1367084698,1371126457,
,,1326435663,1367084793,1371136620,
,,1326436213,1367084876,1371137041,
,,1326436693,1367084999,1371137599,
,,1326437285,1367085328,1371138081,
,,1326438735,1367085799,1371138314,
,,1326440441,1367086099,1371138903,
,,1326440711,1367086483,1371139246,
,,1326441289,1367086903,1371139643,
,,1326441490,1367086994,1371139826,
,,1326442539,1367087175,1371141823,
,,1326443555,1367087278,1371146493,
,,1326444919,1367087675,1371146799,
,,1326446105,1367088057,1371147485,
,,1326447465,1367098483,1371147779,
,,1326492746,1367098835,1371147952,
,,1326497875,1367100186,1371148082,
,,1326523272,1367108053,1371148474,
,,1326524017,1367121835,1371150971,
,,1326524701,1367122622,1371151214,
,,1326525143,1367122717,1371154205,
,,1326525648,1367122770,1371154382,
,,1326526185,1367122828,1371163712,
,,1326527862,1367122879,1371163917,
,,1326619884,1367125233,1371164043,
,,1326620884,1367132518,1371164631,
,,1326763710,1367135809,1371165077,
,,1326764115,1367146647,1371165288,
,,1326764459,1367146882,1371211550,
,,1326765426,1367169371,1371211668,
,,1326765884,1367173532,1371211983,
,,1326766014,1367174814,1371212454,
,,1326766295,1367175937,1371219253,
,,1326769228,1367190502,1371222983,
,,1326769473,1367191427,1371223177,
,,1326769652,1367194238,1371223270,
,,1326770044,1367197063,1371223531,
,,1326770681,1367197135,1371223640,
,,1326770901,1367197201,1371223977,
,,1326770976,1367197574,1371224541,
,,1326771527,1367197770,1371224665,
,,1326773002,1367199483,1371224941,
,,1326774576,1367199686,1371229428,
,,1326774735,1367206147,1371229671,
,,1326775358,1367210087,1371229793,
,,1326775594,1367214264,1371230332,
,,1326776231,1367221923,1371233462,
,,1326776495,1367222186,1371233777,
,,1326776837,1367223248,1371234004,
,,1326777323,1367223531,1371234084,
,,1326835530,1367249286,1371237080,
,,1326835826,1367252065,1371238203,
,,1326836822,1367254304,1371238507,
,,1326838641,1367255361,1371242109,
,,1326838843,1367255730,1371242294,
,,1326839936,1367256084,1371242578,
,,1326840412,1367256934,1371243323,
,,1326841187,1367260127,1371243574,
,,1326848400,1367260274,1371243728,
,,1326853527,1367260475,1371243989,
,,1326854271,1367260543,1371244771,
,,1326856223,1367260636,1371245283,
,,1326857604,1367260834,1371250138,
,,1326858238,1367260981,1371250414,
,,1326858455,1367262751,1371250720,
,,1326859703,1367262792,1371250878,
,,1326861775,1367263002,1371251525,
,,1326863774,1367265299,1371252029,
,,1326865913,1367265386,1371252132,
,,1326866232,1367269350,1371252398,
,,1326866571,1367269732,1371252475,
,,1326867979,1367269897,1371252552,
,,1327035585,1367280265,1371253037,
,,1327039981,1367280384,1371253273,
,,1327042154,1367280891,1371253455,
,,1327046688,1367291115,1371253599,
,,1327046979,1367291700,1371253670,
,,1327048449,1367291961,1371253745,
,,1327050726,1367303350,1371253825,
,,1327051832,1367303457,1371254040,
,,1327178285,1367306437,1371254149,
,,1327178376,1367306784,1371254433,
,,1327520576,1367308552,1371254862,
,,1327521078,1367308981,1371255278,
,,1327524201,1367313009,1371255583,
,,1327524992,1367313105,1371255739,
,,1327525081,1367315283,1371255924,
,,1327525480,1367334570,1371256034,
,,1327527129,1367334641,1371256261,
,,1327527776,1367335117,1371256362,
,,1327528890,1367335384,1371310813,
,,1327529139,1367336017,1371311042,
,,1327529392,1367336720,1371311139,
,,1327530683,1367336792,1371311190,
,,1327531149,1367345316,1371311693,
,,1327541554,1367345586,1371311854,
,,1327542797,1367345682,1371312496,
,,1327543301,1367346440,1371312896,
,,1327544117,1367346659,1371313273,
,,1327544993,1367346939,1371333947,
,,1327546147,1367348628,1371334615,
,,1327547361,1367349110,1371335504,
,,1327549270,1367349371,1371336003,
,,1327550525,1367359434,1371336147,
,,1327550998,1367359496,1371336232,
,,1327552146,1367377267,1371336449,
,,1327553107,1367385712,1371343385,
,,1327554139,1367393732,1371344200,
,,1327554690,1367397084,1371344363,
,,1327555480,1367398731,1371344659,
,,1327557004,1367399017,1371386859,
,,1327557102,1367399269,1371386927,
,,1327593244,1367399315,1371387020,
,,1327593532,1367426066,1371387170,
,,1327594029,1367426943,1371387326,
,,1327594713,1367427859,1371387647,
,,1327600124,1367428093,1371388056,
,,1327600237,1367430523,1371388592,
,,1327600745,1367432262,1371394938,
,,1327606106,1367432623,1371422710,
,,1327607312,1367433181,1371423390,
,,1327607705,1367454518,1371424056,
,,1327608218,1367474446,1371424144,
,,1327608605,1367474754,1371427427,
,,1327609086,1367478030,1371427887,
,,1327609864,1367478164,1371428053,
,,1327610032,1367478432,1371428468,
,,1327610223,1367486079,1371428656,
,,1327610688,1367486708,1371428717,
,,1327611491,1367486948,1371428954,
,,1327611928,1367488022,1371429025,
,,1327612206,1367490022,1371429215,
,,1327613494,1367496320,1371469291,
,,1327613792,1367497281,1371469985,
,,1327614161,1367524685,1371470093,
,,1327614506,1367524859,1371470239,
,,1327614783,1367524931,1371470420,
,,1327615085,1367524992,1371475892,
,,1327615197,1367525717,1371476110,
,,1327615689,1367525987,1371476553,
,,1327616459,1367526527,1371477811,
,,1327616635,1367534229,1371480870,
,,1327616784,1367534450,1371482669,
,,1327616933,1367534640,1371488108,
,,1327618491,1367534692,1371488397,
,,1327618679,1367534947,1371492922,
,,1327620738,1367543726,1371495517,
,,1327621068,1367544867,1371500840,
,,1327621560,1367545135,1371556997,
,,1327621976,1367545574,1371557082,
,,1327622841,1367546172,1371557431,
,,1327622994,1367546597,1371557999,
,,1327624110,1367546754,1371559237,
,,1327626064,1367546877,1371565904,
,,1327629136,1367547019,1371569247,
,,1327629692,1367548255,1371569352,
,,1327633260,1367550312,1371569868,
,,1327634129,1367550647,1371569989,
,,1327634232,1367552193,1371575673,
,,1327634519,1367552547,1371576629,
,,1327634674,1367559615,1371584110,
,,1327635452,1367559806,1371586108,
,,1327636104,1367562326,1371586371,
,,1327979431,1367563516,1371586696,
,,1327981036,1367598796,1371595063,
,,1327982733,1367601382,1371595286,
,,1327983223,1367602500,1371659775,
,,1327984561,1367602732,1371660481,
,,1327986289,1367602819,1371662701,
,,1327992547,1367603709,1371671328,
,,1327993814,1367604883,1371671681,
,,1328038530,1367605846,1371673034,
,,1328071654,1367620965,1371673333,
,,1328076836,1367630850,1371673491,
,,1328118557,1367642657,1371673799,
,,1328118870,1367683752,1371674067,
,,1328119311,1367684128,1371674195,
,,1328120124,1367684586,1371674296,
,,1328139957,1367684849,1371674460,
,,1328140532,1367685046,1371674626,
,,1328142078,1367685190,1371674668,
,,1328232540,1367685508,1371674793,
,,1328233013,1367685741,1371674970,
,,1328243527,1367685989,1371689211,
,,1328244678,1367686256,1371689458,
,,1328245612,1367688406,1371689839,
,,1328247887,1367689018,1371689968,
,,1328248211,1367703972,1371712862,
,,1328287972,1367708248,1371713361,
,,1328288375,1367709244,1371714648,
,,1328288604,1367709446,1371714849,
,,1328288905,1367709863,1371714996,
,,1328289451,1367710398,1371739274,
,,1328289723,1367710500,1371739619,
,,1328291547,1367710549,1371740453,
,,1328291711,1367710971,1371740693,
,,1328291828,1367711278,1371741035,
,,1328292074,1367711420,1371741214,
,,1328331305,1367711606,1371743325,
,,1328332511,1367712103,1371743855,
,,1328333051,1367714977,1371748032,
,,1328333387,1367715360,1371748086,
,,1328333504,1367715505,1371750037,
,,1328334057,1367715577,1371750324,
,,1328335142,1367715784,1371753763,
,,1328336122,1367716050,1371754796,
,,1328337536,1367716560,1371757457,
,,1328337719,1367717034,1371757523,
,,1328338036,1367717677,1371758145,
,,1328338794,1367717811,1371758456,
,,1328339534,1367723668,1371759630,
,,1328340402,1367724515,1371762350,
,,1328342192,1367724636,1371763916,
,,1328342708,1367724704,1371812926,
,,1328560284,1367724794,1371824494,
,,1328560539,1367726502,1371824566,
,,1328587086,1367726645,1371825137,
,,1328589810,1367727511,1371825324,
,,1328591070,1367731725,1371825975,
,,1328636536,1367731769,1371826367,
,,1328636772,1367744601,1371828231,
,,1328637007,1367744868,1371834789,
,,1328637254,1367745332,1371839844,
,,1328637681,1367745368,1371840225,
,,1328638407,1367745509,1371840926,
,,1328639229,1367745602,1371841196,
,,1328639517,1367745931,1371847960,
,,1328659480,1367776766,1371848093,
,,1328659906,1367777144,1371849042,
,,1328660289,1367777485,1371849302,
,,1328660975,1367778600,1371849445,
,,1328661488,1367779161,1371849749,
,,1328661573,1367779799,1371849755,
,,1328661877,1367780126,1371855685,
,,1328662526,1367788200,1371855730,
,,1328662860,1367788894,1371856116,
,,1328663683,1367799752,1371856403,
,,1328667062,1367799851,1371856411,
,,1328667573,1367799987,1371856653,
,,1328806149,1367801568,1371856855,
,,1328808026,1367802320,1371856944,
,,1328808177,1367803671,1371857642,
,,1328811554,1367819853,1371857913,
,,1328811718,1367826596,1371858013,
,,1328812202,1367827099,1371858734,
,,1328812298,1367827282,1371859258,
,,1328812663,1367857788,1371859388,
,,1328813152,1367859067,1371859548,
,,1328813213,1367860154,1371860043,
,,1328814402,1367860387,1371860180,
,,1328815458,1367861955,1371898873,
,,1328815513,1367862218,1371899374,
,,1328815902,1367862407,1371899544,
,,1328816345,1367864576,1371899914,
,,1328816408,1367864704,1371900222,
,,1328816895,1367864936,1371900453,
,,1328816968,1367865120,1371911475,
,,1328819783,1367865910,1371927910,
,,1328927334,1367867425,1371928166,
,,1328927636,1367867484,1371928337,
,,1328928472,1367875604,1371931115,
,,1328928994,1367876339,1371931590,
,,1328929458,1367876630,1371931726,
,,1328930605,1367876812,1371932821,
,,1328931143,1367880275,1371933051,
,,1328931924,1367880874,1371944619,
,,1328932332,1367881503,1371944804,
,,1328932633,1367883869,1371945106,
,,1329022391,1367884142,1371945181,
,,1329023230,1367884573,1371946029,
,,1329024272,1367885014,1371947361,
,,1329024763,1367885140,1371949614,
,,1329025384,1367885189,1371950933,
,,1329026082,1367885295,1371951215,
,,1329026548,1367885436,1371953048,
,,1329027046,1367892660,1371956236,
,,1329028279,1367894523,1371956333,
,,1329028357,1367895255,1371956489,
,,1329029054,1367895334,1371993783,
,,1329029873,1367901866,1371993990,
,,1329030620,1367902077,1371998873,
,,1329031005,1367903636,1371999470,
,,1329031141,1367909699,1371999633,
,,1329033084,1367910376,1371999699,
,,1329033350,1367912156,1372018508,
,,1329033607,1367912329,1372020052,
,,1329034396,1367912975,1372020137,
,,1329035050,1367914383,1372020590,
,,1329035761,1367914591,1372021349,
,,1329037010,1367914766,1372023088,
,,1329038433,1367915239,1372072473,
,,1329039885,1367916286,1372074032,
,,1329040501,1367917409,1372074645,
,,1329041777,1367920315,1372074958,
,,1329043009,1367920681,1372078499,
,,1329043341,1367921928,1372083674,
,,1329043598,1367922177,1372084102,
,,1329044348,1367922217,1372084294,
,,1329174379,1367924282,1372084868,
,,1329174686,1367925916,1372085038,
,,1329175577,1367926188,1372087149,
,,1329175905,1367946753,1372087889,
,,1329176122,1367946959,1372088367,
,,1329178279,1367947205,1372088502,
,,1329178380,1367950975,1372088657,
,,1329178777,1367951301,1372088729,
,,1329184633,1367953359,1372088851,
,,1329185144,1367956223,1372089089,
,,1329185527,1367964592,1372089254,
,,1329188248,1367965156,1372089653,
,,1329188806,1367968328,1372090248,
,,1329189946,1367970360,1372091051,
,,1329190521,1367970522,1372091225,
,,1329190753,1367970857,1372091373,
,,1329191077,1367984298,1372091500,
,,1329191266,1367985219,1372091841,
,,1329191422,1367986134,1372091999,
,,1329193038,1367986387,1372092119,
,,1329193700,1367993860,1372094064,
,,1329194565,1367994245,1372094430,
,,1329198542,1367994725,1372096601,
,,1329198809,1367994827,1372097493,
,,1329199652,1367995114,1372098772,
,,1329199819,1367995511,1372098876,
,,1329200857,1367999072,1372100102,
,,1329201295,1367999150,1372101362,
,,1329202639,1367999346,1372102625,
,,1329202922,1368000180,1372103317,
,,1329203621,1368004935,1372103556,
,,1329204080,1368006695,1372105126,
,,1329204232,1368008043,1372109616,
,,1329205185,1368010016,1372111008,
,,1329205831,1368014824,1372119105,
,,1329206514,1368029836,1372119285,
,,1329207072,1368030094,1372120098,
,,1329207422,1368030890,1372120377,
,,1329208039,1368031052,1372123120,
,,1329208497,1368031174,1372123257,
,,1329257974,1368031869,1372123834,
,,1329260743,1368032215,1372162552,
,,1329260914,1368033872,1372163164,
,,1329261834,1368033960,1372163376,
,,1329262807,1368039082,1372163462,
,,1329263274,1368039105,1372163774,
,,1329263838,1368039131,1372170176,
,,1329264838,1368039672,1372170426,
,,1329265125,1368039973,1372170733,
,,1329265912,1368040454,1372171016,
,,1329265992,1368040685,1372171180,
,,1329266071,1368050176,1372171876,
,,1329266390,1368060386,1372172234,
,,1329267346,1368063211,1372172671,
,,1329267917,1368063474,1372172959,
,,1329279373,1368063553,1372173016,
,,1329280118,1368063659,1372173209,
,,1329280571,1368069284,1372173285,
,,1329280663,1368072808,1372173394,
,,1329280719,1368077481,1372173754,
,,1329281017,1368080541,1372173804,
,,1329281959,1368084897,1372173936,
,,1329282201,1368119715,1372174027,
,,1329283050,1368119930,1372174226,
,,1329283735,1368120752,1372174339,
,,1329284566,1368122581,1372175779,
,,1329285650,1368123210,1372180900,
,,1329286392,1368124963,1372181259,
,,1329287451,1368125101,1372181412,
,,1329288741,1368125404,1372181533,
,,1329289310,1368126866,1372181953,
,,1329289725,1368127012,1372182092,
,,1329289950,1368129662,1372186235,
,,1329291458,1368130717,1372186364,
,,1329292695,1368130974,1372186628,
,,1329349100,1368131321,1372187119,
,,1329349585,1368131399,1372187216,
,,1329350252,1368131447,1372189201,
,,1329350336,1368131687,1372189350,
,,1329351045,1368131819,1372189454,
,,1329352257,1368132179,1372192114,
,,1329353894,1368133143,1372192367,
,,1329354382,1368133217,1372192510,
,,1329354563,1368148530,1372206378,
,,1329354842,1368152795,1372206910,
,,1329354937,1368152978,1372250940,
,,1329355527,1368158640,1372255649,
,,1329355732,1368160164,1372256038,
,,1329357643,1368160279,1372258080,
,,1329358201,1368160608,1372258608,
,,1329358364,1368160693,1372260872,
,,1329358440,1368161142,1372264602,
,,1329366838,1368161574,1372264706,
,,1329366969,1368162920,1372279072,
,,1329367310,1368163062,1372279347,
,,1329368568,1368163482,1372279902,
,,1329368810,1368165123,1372280410,
,,1329369296,1368165810,1372280676,
,,1329369812,1368169027,1372294739,
,,1329370175,1368169190,1372294948,
,,1329370617,1368177408,1372295040,
,,1329371123,1368179602,1372297833,
,,1329371613,1368179698,1372332919,
,,1329373031,1368179903,1372333057,
,,1329373304,1368181979,1372334212,
,,1329373551,1368182235,1372343234,
,,1329376019,1368182522,1372343801,
,,1329377173,1368209413,1372346473,
,,1329377278,1368209802,1372346740,
,,1329377460,1368231396,1372347246,
,,1329378125,1368232044,1372348785,
,,1329378498,1368245523,1372349458,
,,1329378967,1368248391,1372349531,
,,1329379670,1368248539,1372349759,
,,1329380510,1368253516,1372350224,
,,1329429079,1368254605,1372350567,
,,1329429774,1368254841,1372353782,
,,1329430601,1368256972,1372355094,
,,1329430799,1368287380,1372355224,
,,1329431208,1368287861,1372355505,
,,1329431567,1368287921,1372355616,
,,1329431892,1368288156,1372355859,
,,1329432491,1368288845,1372355936,
,,1329433347,1368289112,1372356300,
,,1329436275,1368289283,1372358416,
,,1329436568,1368289384,1372358687,
,,1329437825,1368289441,1372359503,
,,1329438511,1368291906,1372359687,
,,1329440318,1368292073,1372360323,
,,1329440857,1368292716,1372360385,
,,1329441606,1368293172,1372360693,
,,1329442123,1368293247,1372361000,
,,1329442250,1368293514,1372361064,
,,1329443251,1368293569,1372361233,
,,1329525358,1368293653,1372361327,
,,1329526567,1368293769,1372361656,
,,1329527046,1368293825,1372363089,
,,1329527857,1368293895,1372363443,
,,1329528786,1368294125,1372365854,
,,1329529830,1368294308,1372366589,
,,1329531859,1368294543,1372428318,
,,1329533348,1368307220,1372428424,
,,1329534626,1368307429,1372428486,
,,1329535676,1368308049,1372428601,
,,1329536303,1368308209,1372428962,
,,1329537157,1368309542,1372429188,
,,1329538017,1368310002,1372429466,
,,1329538662,1368310628,1372430239,
,,1329539252,1368316837,1372430868,
,,1329539392,1368326010,1372431388,
,,1329539833,1368326405,1372436578,
,,1329540210,1368336892,1372436809,
,,1329540895,1368337089,1372437102,
,,1329542486,1368338665,1372437175,
,,1329542941,1368341115,1372437230,
,,1329543306,1368345174,1372437972,
,,1329544278,1368345423,1372438102,
,,1329545056,1368374080,1372438366,
,,1329547034,1368374499,1372439266,
,,1329547359,1368379024,1372439732,
,,1329548380,1368384481,1372439846,
,,1329548990,1368384674,1372440850,
,,1329549507,1368385499,1372441624,
,,1329550422,1368397919,1372442360,
,,1329551025,1368398625,1372442677,
,,1329551302,1368398963,1372443942,
,,1329551715,1368401122,1372444351,
,,1329552290,1368401322,1372446392,
,,1329552952,1368401817,1372446579,
,,1329553829,1368407689,1372446735,
,,1329553981,1368407760,1372447042,
,,1329554726,1368408609,1372447098,
,,1329554898,1368408776,1372449037,
,,1329555648,1368419781,1372449286,
,,1329555909,1368419947,1372449464,
,,1329556231,1368420105,1372449883,
,,1329556573,1368420246,1372450099,
,,1329556829,1368420730,1372450487,
,,1329557150,1368420803,1372450595,
,,1329557584,1368421883,1372450996,
,,1329558207,1368422021,1372451035,
,,1329627868,1368423687,1372451210,
,,1329628139,1368460528,1372451390,
,,1329628737,1368460758,1372451649,
,,1329628932,1368461323,1372451905,
,,1329629346,1368462030,1372475544,
,,1329641387,1368462160,1372475668,
,,1329642756,1368463772,1372505508,
,,1329643538,1368464099,1372505851,
,,1329644246,1368464232,1372506133,
,,1329646535,1368476867,1372506906,
,,1329647073,1368476968,1372507408,
,,1329647313,1368477336,1372508176,
,,1329647443,1368478142,1372508811,
,,1329647554,1368478394,1372512294,
,,1329649526,1368486903,1372512923,
,,1329650450,1368508273,1372513530,
,,1329688903,1368509080,1372516290,
,,1329689307,1368514519,1372516931,
,,1329689734,1368616070,1372517080,
,,1329690183,1368646698,1372517339,
,,1329690359,1368896538,1372517886,
,,1329773389,1368896735,1372518831,
,,1329774986,1368897517,1372520530,
,,1329776534,1368898606,1372521404,
,,1329777501,1368898691,1372522331,
,,1329777887,1368916346,1372522359,
,,1329861439,1368941057,1372522542,
,,1329862150,1368941203,1372523363,
,,1329881092,1368979165,1372524269,
,,1329883148,1368979762,1372524865,
,,1329883521,1368982760,1372525488,
,,1329883885,1368983057,1372525602,
,,1329884376,1368983949,1372526170,
,,1329885400,1368984470,1372526230,
,,1329885569,1369012270,1372526328,
,,1329885756,1369012622,1372526770,
,,1329886820,1369019358,1372527484,
,,1329887516,1369037355,1372527561,
,,1329888032,1369039101,1372528392,
,,1329888602,1369039775,1372529201,
,,1329888964,1369072425,1372529713,
,,1329889532,1369073409,1372529856,
,,1329890076,1369073786,1372537455,
,,1329967712,1369077073,1372551213,
,,1329968060,1369077496,1372552134,
,,1329968641,1369077588,1372553886,
,,1329968742,1369078295,1372554595,
,,1329969304,1369078382,1372554835,
,,1329969914,1369078557,1372554998,
,,1329970468,1369079137,1372600436,
,,1329993454,1369079295,1372601102,
,,1329994157,1369079495,1372601369,
,,1329996776,1369081325,1372601482,
,,1329997369,1369081500,1372601673,
,,1329998577,1369081738,1372623964,
,,1329999099,1369081958,1372624216,
,,1330024862,1369082061,1372626786,
,,1330025182,1369082275,1372627458,
,,1330025859,1369082382,1372627840,
,,1330026069,1369091350,1372677816,
,,1330026627,1369093029,1372678599,
,,1330026898,1369093053,1372686697,
,,1330027362,1369100929,1372686845,
,,1330027775,1369101184,1372686954,
,,1330027973,1369101895,1372702154,
,,1330028724,1369102212,1372707190,
,,1330028829,1369105382,1372707787,
,,1330029131,1369105553,1372715714,
,,1330030475,1369105931,1372717900,
,,1330030774,1369106196,1372718182,
,,1330030874,1369106462,1372765744,
,,1330031567,1369106986,1372767039,
,,1330031887,1369107789,1372767405,
,,1330032856,1369109470,1372767597,
,,1330034709,1369109853,1372767687,
,,1330035214,1369111868,1372767858,
,,1330205790,1369111940,1372768056,
,,1330216338,1369112651,1372780296,
,,1330216617,1369112981,1372782688,
,,1330216701,1369115411,1372786684,
,,1330216924,1369160280,1372787471,
,,1330217129,1369161047,1372787598,
,,1330217777,1369161390,1372787949,
,,1330218786,1369163120,1372788836,
,,1330219280,1369163364,1372789012,
,,1330219867,1369163583,1372789231,
,,1330220144,1369182537,1372790016,
,,1330220952,1369189616,1372792044,
,,1330221581,1369190957,1372792238,
,,1330222113,1369191191,1372792707,
,,1330224204,1369192603,1372796398,
,,1330226381,1369193833,1372796724,
,,1330226883,1369194751,1372796981,
,,1330227889,1369194881,1372798430,
,,1330228536,1369195296,1372861477,
,,1330229515,1369195402,1372861635,
,,1330230194,1369195632,1372861735,
,,1330230753,1369195715,1372862240,
,,1330230966,1369200250,1372863432,
,,1330231033,1369202039,1372863891,
,,1330231228,1369202261,1372864119,
,,1330231694,1369202610,1372864728,
,,1330232326,1369204395,1372864860,
,,1330232378,1369204914,1372864978,
,,1330232647,1369204972,1372865128,
,,1330232886,1369205040,1372865272,
,,1330233129,1369205499,1372865607,
,,1330233660,1369206669,1372865808,
,,1330233834,1369208907,1372866218,
,,1330234154,1369209187,1372866305,
,,1330234371,1369209211,1372866514,
,,1330234929,1369210028,1372869464,
,,1330235296,1369210116,1372869705,
,,1330235896,1369210166,1372869872,
,,1330238616,1369212319,1372869927,
,,1330239261,1369213478,1372870165,
,,1330240112,1369214274,1372870324,
,,1330240388,1369214452,1372870464,
,,1330240529,1369214735,1372870553,
,,1330240685,1369215787,1372870722,
,,1330241101,1369218318,1372870874,
,,1330242235,1369241699,1372874732,
,,1330242638,1369242034,1372874865,
,,1330244498,1369242358,1372875012,
,,1330245151,1369242572,1372875199,
,,1330245646,1369242678,1372875300,
,,1330245700,1369249946,1372875763,
,,1330246340,1369250270,1372876398,
,,1330246715,1369252157,1372876493,
,,1330247943,1369264865,1372876584,
,,1330248566,1369265014,1372876766,
,,1330249205,1369265300,1372877118,
,,1330250422,1369268977,1372877404,
,,1330251597,1369269949,1372877829,
,,1330252269,1369275422,1372878224,
,,1330252926,1369275989,1372878491,
,,1330254019,1369276138,1372878582,
,,1330255390,1369282210,1372878966,
,,1330298747,1369282418,1372879139,
,,1330397963,1369282691,1372879758,
,,1330398254,1369283143,1372880203,
,,1330399008,1369284494,1372880381,
,,1330399315,1369285283,1372880682,
,,1330399565,1369287443,1372880908,
,,1330401724,1369295183,1372881180,
,,1330401852,1369295581,1372881726,
,,1330402037,1369296781,1372881897,
,,1330402453,1369328104,1372881994,
,,1330403646,1369328223,1372882379,
,,1330404661,1369328639,1372883252,
,,1330406238,1369329304,1372890089,
,,1330406808,1369329700,1372890326,
,,1330407025,1369330143,1372891005,
,,1330408825,1369330442,1372891142,
